List Date,"Author (Last, First)",Title,Pub Date,Publisher,ISBN,Top Pick,Hall of Fame,Debut,Year-End Favorite List,Genre,Annotation,Nominator/Library,,,,,,,,,,,
2017/11,"Fraser, Caroline",Prairie Fires: The American Dreams of Laura Ingalls Wilder,11/21/2017,Metropolitan Books,9781627792769,,,,,Biography,,"Jennifer Ohzourk, St. Louis Public Library, St. Louis, MO",,,,,,,,,,,
2017/11,"Hayes-McCoy, Felicity",The Library at the Edge of the World: A Novel,11/14/2017,Harper Perennial,9780062663726,,,,,Literary Fiction,,"Elizabeth Angelastro, Manilus Library, Manilus, NY",,,,,,,,,,,
2017/11,"Indridason, Arnaldur ",The Shadow District: A Thriller,11/7/2017,Minotaur Books,9781250124029,,,,,Mystery,,"Sharon Layburn, South Huntington Public Library, Huntington Station, NY ",,,,,,,,,,,
2017/11,"Weiner, Matthew","Heather, the Totality",11/7/2017,Little Brown,9780316435314,,,x,,Suspense/Thriller,,"Selena Swink, Lake Public Library, Lake, MS ",,,,,,,,,,,
2017/11,"Weir, Andy",Artemis: A Novel,11/14/2017,Crown,9780553448122,x,,,,SF/Fantasy,,"Cynde Suite, Bartow County Library, Cartersville, GA",,,,,,,,,,,
2017/10, October 2017,,,,,,,,,,,,,,,,,,,,,,
2017/10,"Cash, Wiley",The Last Ballad,10/3/2017,William Morrow,9780062313119,,,,,Historical Fiction,,"Ron Block Cuyahoga County Public Library, Brooklyn, Ohio ",,,,,,,,,,,
2017/10,"Chamberlain, Diane",The Stolen Marriage,10/3/2017,St. Martin's Press,9781250087270,,,,,Literary Fiction,,"Debbie Frizzell, Johnson County Library, Overland Park, KS",,,,,,,,,,,
2017/10,"Constantine, Liv",The Last Mrs. Parrish,10/17/2017,Harper,9780062667571,,,,,Literary Fiction,,"KC Davis, Fairfield Woods Public Library, Fairfield, CT",,,,,,,,,,,
2017/10,"Doughty, Caitlin",From Here to Eternity: Traveling the World to Find the Good Death,10/3/2017,W.W. Norton & Company,9780393249897,,,,,Non-Fiction,,"PJ Gardiner, Wake County Public Libraries, Raleigh, NC",,,,,,,,,,,
2017/10,"Egan, Jennifer",Manhattan Beach,10/3/2017,Scribner,9781476716732,,,,,Historical Fiction,,"Barbara Birenbaum, Los Angeles Public Library, Los Angeles, CA",,,,,,,,,,,
2017/10,"Hanks, Tom",Uncommon Type,10/17/2017,Knopf,9781101946152,,,,,Literary Fiction,,"Kimberly McGee, Lake Travis Community Library, Austin, TX ",,,,,,,,,,,
2017/10,"Hill, Joe",Strange Weather: Four Short Novels,10/24/2017,William Morrow,9780062663115,,,,,Horror,,"Jennifer Wilson, Delphi Public Library, Delphi, IN ",,,,,,,,,,,
2017/10,"Hoffman, Alice",The Rules of Magic,10/10/2017,Simon & Schuster,9781501137471,,,,,Literary Fiction,,"Terri Smith, Cornelia Habersham County Library, Cornelia, GA  ",,,,,,,,,,,
2017/10,"Hornak, Francesca",Seven Days of Us,10/17/2017,Berkley,9780451488756,x,,x,,Literary Fiction,,"Cheryl Braud, Iberia Public Library, New Iberia, LA",,,,,,,,,,,
2017/10,"Union, Gabrielle","We’re Going to Need More Wine: Stories That Are Funny, Complicated, and True",10/17/2017,Dey Street Books,9780062693983,,,,,Non-Fiction,,"Lisa Hoffman, Bloomfield Public Library, Bloomfield, NJ",,,,,,,,,,,
2017/09, September 2017,,,,,,,,,,,,,,,,,,,,,,
2017/09,"Cashore, Kristin","Jane, Unlimited",9/19/2017,Kathy Dawson Books,9780803741492,,,,,SF/Fantasy,,"Pearl Derlaga, York County Library System, Yorktown, Virginia",,,,,,,,,,,
2017/09,"Denfeld, Rene",The Child Finder,9/5/2017,Harper,9780062659057,,,,,Mystery,,"Joan Hipp, Florham Park Public Library, Florham Park , NJ",,,,,,,,,,,
2017/09,"Ford, Jamie",Love and Other Consolation Prizes,9/12/2017,Ballantine Books,9780804176750,,,,,Historical Fiction,,"Alissa Williams, Morton Public Library, Morton, IL",,,,,,,,,,,
2017/09,"Jones, Holly Goddard",The Salt Line,9/5/2017,G.P. Putnam's Sons,9780735214316,,,,,Mystery,,"Michelle Geyer, Durham County Public Library, Durham, NC",,,,,,,,,,,
2017/09,"Meades, Christopher",Hanna Who Fell From the Sky,9/26/2017,Park Row Books,9780778328735,,,,,Literary Fiction,,"Kelly Baroletti, Wantagh Public Library, Wantagh, NY",,,,,,,,,,,
2017/09,"Miller, Sarah",Caroline: Little House Revisited,9/19/2017,William Morrow,9780062685346,,,,,Historical Fiction,,"Brenda O’Brien, Woodridge Public Library, Woodridge, IL",,,,,,,,,,,
2017/09,"Ng, Celeste",Little Fires Everywhere,9/12/2017,Penguin Press,9780735224292,x,,,2017,Literary Fiction,,"Emma DeLooze-Klein, Kirkwood Public Library, Kirkwood, MO ",,,,,,,,,,,
2017/09,"Pearl, Nancy",George and Lizzie,9/5/2017,Touchstone,9781501162893,,,x,,Literary Fiction,,"Debbie Wittkop, Southwest Public Libraries, Columbus, OH",,,,,,,,,,,
2017/09,"Sloan, Robin",Sourdough,9/5/2017,MCD,9780374203108,,,,,SF/Fantasy,,"Michael Colford, Boston Public Library, Boston, MA",,,,,,,,,,,
2017/09,"Spence, Annie",Dear Fahrenheit 451: Love and Heartbreak in the Stacks,9/26/2017,Flatiron Books,9781250106490,,,x,,Non-Fiction,,"Andrienne Cruz, Azusa City Library, Azusa, CA",,,,,,,,,,,
2017/08, August 2017,,,,,,,,,,,,,,,,,,,,,,
2017/08,"Davis, Fiona",The Address,8/1/2017,Dutton,9781524741990,,,,,Historical Fiction,,"Maggie Holmes, Richards Memorial Library, North Attleboro, MA",,,,,,,,,,,
2017/08,"Henry, Veronica",How to Find Love in a Bookshop,8/15/2017,Pamela Dorman Books,9780735223493,,,,,Literary Fiction,,"Carol Reich, Hillsboro Public Library, Hillsboro, OR",,,,,,,,,,,
2017/08,"Hood, Ann",Morningstar,8/1/2017,W.W. Norton & Company,9780393254815,,,,,Non-Fiction,,"Beth Mills, New Rochelle Public Library, New Rochelle, NY",,,,,,,,,,,
2017/08,"Messud, Claire",The Burning Girl,8/29/2017,W.W. Norton & Company,9780393635027,,,,,Literary Fiction,,"Pamela Wiggins, Wake County Public Libraries, Cary, NC",,,,,,,,,,,
2017/08,"Penny, Louise",Glass Houses,8/29/2017,Minotaur Books,9781250066190,,,,2017,Mystery,,"Joseph Jones, Cuyahoga County Public Library, Brooklyn, OH",,,,,,,,,,,
2017/08,"Poore, Michael",Reincarnation Blues,8/22/2017,Del Rey,9780399178481,,,,,SF/Fantasy,,"Jessica Trotter, Capital District Libraries, Lansing, MI",,,,,,,,,,,
2017/08,"Walker, Wendy",Emma in the Night,8/8/2017,St. Martin's Press,9781250141439,,,,,Mystery,,"Jennifer Winberry, Hunterdon County Library, Flemington, NJ",,,,,,,,,,,
2017/08,"Weiss, Leah",If the Creek Don't Rise,8/22/2017,Sourcebooks Landmark,9781492647454,,,x,,Literary Fiction,,"Carol Ann Tack, Merrick Library, Merrick, NY",,,,,,,,,,,
2017/08,"Wilson, Daniel H.",The Clockwork Dynasty,8/1/2017,Doubleday,9780385541787,,,,,SF/Fantasy,,"Katherine Rose, Edwardsville Public Library, Edwardsville, IL",,,,,,,,,,,
2017/08,"Zevin, Gabrielle",Young Jane Young,8/22/2017,Algonquin Books,9781616205041,x,,,,Literary Fiction,,"Audra Bartholomew, Bossier Parish Library, Bossier City, LA",,,,,,,,,,,
2017/07, July 2017,,,,,,,,,,,,,,,,,,,,,,
2017/07,"Brown, Janelle",Watch Me Disappear,7/11/2017,Spiegel & Grau,9780812989465,,,,,Mystery,,"Donna Maturri, Pickerington Public Library, Pickerington, OH",,,,,,,,,,,
2017/07,"Castillo, Linda",Down A Dark Road,7/11/2017,Minotaur,9781250121288,,,,,Mystery,,"Kimberly McGee, Lake Travis Community Library, Austin, TX",,,,,,,,,,,
2017/07,"Chase, Eve",The Wildling Sisters,7/25/2017,G.P. Putnam's Sons,9780399174131,,,,,Literary Fiction,,"Judy Sebastian, Eastham Public Library, Eastham, MA",,,,,,,,,,,
2017/07,"Dave, Laura","Hello, Sunshine",7/11/2017,Simon & Schuster,9781476789323,,,,,Literary Fiction,,"Melissa Barber, Lubbock Public Library, Lubbock, TX",,,,,,,,,,,
2017/07,"Garwood, Julie",Wired,7/4/2017,Berkley,9780525954460,,,,,Romance,,"Maria Gruener, Watertown Regional Library, Watertown, SD",,,,,,,,,,,
2017/07,"Jackson, Joshilyn",The Almost Sisters,7/11/2017,William Morrow,9780062105714,,,,,Literary Fiction,,"Janine Walsh, East Meadow Public Library, East Meadow, NY",,,,,,,,,,,
2017/07,"Richmond, Michelle",The Marriage Pact,7/25/2017,Bantam,9780385343299,,,,,Suspense/Thriller,,"Becky Bowen, Kenton Public Library, Independence, KY",,,,,,,,,,,
2017/07,"Sager, Riley",Final Girls,7/11/2017,Dutton,9781101985366,,,x,,Mystery,,"Sharon Layburn, South Huntington Public Library, Huntington, NY",,,,,,,,,,,
2017/07,"Ware, Ruth",The Lying Game,7/25/2017,Gallery/Scout Press,9781501156007,x,,,,Suspense/Thriller,,"Virginia Grubbs, Darien Library, Darien, CT",,,,,,,,,,,
2017/07,"Williams, David",When The English Fall,7/11/2017,Algonuin,9781616205225,,,x,,Literary Fiction,,"Sara Kennedy, Delaware County District Library, Delaware, OH ",,,,,,,,,,,
2017/06, June 2017,,,,,,,,,,,,,,,,,,,,,,
2017/06,"Barton, Fiona",The Child,6/27/2017,Berkley,9781101990483,,,,,Mystery,,"Annice Sevett,  New Hanover County Public Library, Wilmington, NC ",,,,,,,,,,,
2017/06,"Bates, Callie",The Waking Land,6/27/2017,Del Rey,9780425284025,,,x,,SF/Fantasy,,"Jessica Perham, Schaumburg Township Library, Schaumburg, IL",,,,,,,,,,,
2017/06,"George, Nina",The Little French Bistro,6/13/2017,Crown,9780451495587,,,,,Literary Fiction,,"Sarah Nagle, Carver County Library, Chaska, MN",,,,,,,,,,,
2017/06,"Horowitz, Anthony",Magpie Murders,6/6/2017,Harper,9780062645227,x,,,2017,Mystery,,"Andrea Larson, Cook Memorial Library, Libertyville, IL",,,,,,,,,,,
2017/06,"McGuire, Seanan",Down Among the Sticks and Bones,6/13/2017,Tor.com,9780765392039,,,,,SF/Fantasy,,"Tegan Mannino, Monson Free Library, Monson, MA",,,,,,,,,,,
2017/06,"Meloy, Maile",Do Not Become Alarmed,6/6/2017,Riverhead,9780735216525,,,,,Suspense/Thriller,,"Mary Bennett, Carmel Clay Public Library, Carmel, IN",,,,,,,,,,,
2017/06,"Quinn, Kate",The Alice Network,6/6/2017,William Morrow Paperbacks,9780062654199,,,,,Historical Fiction,,"Ellen Firer, Merrick Library, Merrick, NY",,,,,,,,,,,
2017/06,"Reid, Taylor Jenkins",The Seven Husbands of Evelyn Hugo,6/13/2017,Atria,9781501139239,,,,,Literary Fiction,,"Lauren McLaughlin, Wilton Library Association, Wilton, CT",,,,,,,,,,,
2017/06,"Singh, Nalini",Silver Silence,6/13/2017,Berkley,9781101987797,,,,,SF/Fantasy,,"Jessica Trotter, Capital District Area Libraries, Lansing, MI",,,,,,,,,,,
2017/06,"Sullivan, Matthew",Midnight At The Bright Ideas Bookstore,6/13/2017,Scribner,9781501116841,,,x,,Mystery,,"Joan Hipp, Florham Park Public Library, Florham Park, NJ",,,,,,,,,,,
2017/05, May 2017,,,,,,,,,,,,,,,,,,,,,,
2017/05,"Andrews, Ilona",White Hot,5/030/2017,Avon,9780062289254,,,,,Romance,,"Heather Cover, Homewood Library, Birmingham, AL",,,,,,,,,,,
2017/05,"Chancellor, Bryn",Sycamore,5/9/2017,Harper,9780062661098,,,,,Literary Fiction,,"Sharon Layburn, South Huntington Public Library, Huntington, NY",,,,,,,,,,,
2017/05,"deGrasse Tyson, Neil",Astrophysics For People In A Hurry,5/2/2017,W.W. Norton & Company,9780393609394,,,,,Non-Fiction,,"Mary Vernau, Tyler Public Library, Tyler, TX",,,,,,,,,,,
2017/05,"Flynn, Kathleen A. ",The Jane Austen Project,5/2/2017,Harper Perennial,9780062651259,,,x,,SF/Fantasy,,"Leslie DeLooze, Richmond Memorial Library,Batavia, NY",,,,,,,,,,,
2017/05,"Honeyman, Gail",Eleanor Oliphant Is Completely Fine,5/9/2017,Pamela Dorman Books,9780735220683,x,,,2017,Literary Fiction,,"Halle Eisenman, Beaufort County Library, Blufton, SC",,,,,,,,,,,
2017/05,"Ko, Lisa",The Leavers,5/2/2017,Algonquin Books,9781616206888,,,x,,Literary Fiction,,"Jennifer Ohzourk, St. Louis Public Library, St. Louis MO",,,,,,,,,,,
2017/05,"Lehane, Dennis",Since We Fell,5/9/2017,Ecco,9780062129383,,,,,Mystery,,"Michele Coleman, Iredell County Public Library, Statesville, NC",,,,,,,,,,,
2017/05,"Ludwig, Benjamin",Ginny Moon,5/2/2017,Park Row Books,9780778330165,,,x,,Literary Fiction,,"Vicki Nesting, St. Charles Parish Library, Destrehan, LA",,,,,,,,,,,
2017/05,"Moore, Kate",The Radium Girls,5/2/2017,Sourcebooks,9781492649359,,,,2017,Non-Fiction,,"Catherine Coyne, Mansfield Public Library, Mansfield, MA",,,,,,,,,,,
2017/05,"Sullivan, J. Courtney",Saints For All Occasions,5/9/2017,Knopf,9780307959577,,,,,Literary Fiction,,"Trisha Rigsby, Deerfield Public Library, Deerfield, WI",,,,,,,,,,,
2017/04, April 2017,,,,,,,,,,,,,,,,,,,,,,
2017/04,"Backman, Fredrik",Beartown,4/25/2017,Atria Books,9781501160769,,,,2017,Literary Fiction,,"Janet Lockhart, Wake County Public Library, Cary, NC",,,,,,,,,,,
2017/04,"Eberlen, Kate",Miss You,4/4/2017,Harper,,,,x,,Literary Fiction,,"Mary Bennett, Carmel Clay Public Library, Carmel, IN",,,,,,,,,,,
2017/04,"El Akkad, Omar",American War,4/4/2017,Knopf,9780451493583,,,x,,Literary Fiction,,"Marika Zemke, Commerce Township Public Library, Commerce, MI",,,,,,,,,,,
2017/04,"Grann, David",Killers of the Flower Moon: The Osage Murders and the Birth of the FBI,4/18/2017,Doubleday,978o385534246,,,,2017,Non-Fiction,,"Jenna Persick, Chester County Library, Exton, PA",,,,,,,,,,,
2017/04,"Kostova, Elizabeth",The Shadow Land,4/11/2017,Ballantine Books,9780345527868,,,,,Literary Fiction,,"Caitlin Loving, Bedford Public Library, Bedford, NH",,,,,,,,,,,
2017/04,"McElwain, Julie",A Twist In Time,4/4/2017,Pegasus Books,9781681773643,,,,,SF/Fantasy,,"Glenda Ramsey, Catawba County Library System, Newton, NC",,,,,,,,,,,
2017/04,"Neuvel, Sylvain",Waking Gods: Book 2 of the Themis Files,4/4/2017,Del Rey,9781101886724,,,,,SF/Fantasy,,"Kimberly McGee, Lake Travis Community Library, Austin TX",,,,,,,,,,,
2017/04,"Shreve, Anita",The Stars Are Fire,4/18/2017,Knopf,9780385350907,,,,,Literary Fiction,,"Diana Armstrong Multomah County Library, Portland, OR",,,,,,,,,,,
2017/04,"Strout, Elizabeth",Anything Is Possible,4/25/2017,Random House,9780812989403,x,,,,Literary Fiction,,"Mary Vernau, Tyler Public Library, Tyler, TX",,,,,,,,,,,
2017/04,"Torjussen, Mary",Gone Without A Trace,4/18/2017,Berkley,9780399585012,,,,,Mystery,,"Jennifer Winberry,Hunterdon County Library, Flemington, NJ",,,,,,,,,,,
2017/03, March 2017,,,,,,,,,,,,,,,,,,,,,,
2017/03,"Butler, Nickolas",The Hearts of Men,3/7/2017,Ecco,9780062469687,,,,,Literary Fiction,,"Jennifer Dayton, Darien Library, Darien CT",,,,,,,,,,,
2017/03,"Chupeco, Rin",The Bone Witch ,3/7/2017,Sourcebooks Fire,9781492635826,,,,,SF/Fantasy,,"Trisha Perry, Oldham County Public Library, Lagrange, KY",,,,,,,,,,,
2017/03,"Finkel, Michael",The Stranger in the Woods,3/7/2017,Knopf,9781101875681,,,,,Non-Fiction,,"Megan Tristao, San Jose Public Library, San Jose, CA",,,,,,,,,,,
2017/03,"Howrey, Meg",The Wanderers,3/14/2017,Putnam Adult,9780399574634,,,,,SF/Fantasy,,"Marie Byars, Sno-Isle Libraries, Oak Harbor, WA",,,,,,,,,,,
2017/03,"Lally, Caitriona",Eggshells,3/14/2017,Melville House,9781612195971,,,x,,Literary Fiction,,"Linda Quinn, Fairfield Public Library, Fairfield, CT",,,,,,,,,,,
2017/03,"Macomber, Debbie",If Not For You,3/21/2017,Ballantine Books,9780553391961,,,,,Literary Fiction,,"Jenna Friebel, Oak Park Public Library, Oak Park, IL",,,,,,,,,,,
2017/03,"Parks, Brad",Say Nothing,3/7/2017,Dutton,9781101985595,,,,,Suspense/Thriller,,"Donna Matturri, Pickertington Public Library, Pickerington, OH",,,,,,,,,,,
2017/03,"See, Lisa",The Tea Girl of Hummingbird Lane,3/21/2017,Scribner,9781501154829,,,,,Historical Fiction,,"Catherine Coyne, Mansfield Public Library, Mansfield, MA",,,,,,,,,,,
2017/03,"Shattuck, Jessica",The Women in the Castle,3/28/2017,William Morrow,9780062563668,,,,,Historical Fiction,,"Kimberly McGee, Lake Travis Community Library, Austin, TX",,,,,,,,,,,
2017/03,"Tinti, Hannah",The Twelve Lives of Samuel Hawley,3/28/2017,The Dial Press,9780812989885,x,,,,Literary Fiction,,"Dawn Terrizzi, Denton Public Library, Denton, TX",,,,,,,,,,,
2017/02, February 2017,,,,,,,,,,,,,,,,,,,,,,
2017/02,"Crombie, Deborah",Garden of Lamentations,2/7/2017,William Morrow,9780062271631,,,,,Mystery,,"Beth Mills, New Rochelle Public Library, New Rochelle, NY",,,,,,,,,,,
2017/02,"Gaiman, Neil",Norse Mythology,2/7/2017,W.W. Norton & Company,9780393609097,,,,,SF/Fantasy,,"Catherine Stanton, Madison Library District, Rexburg, IL",,,,,,,,,,,
2017/02,"George, Alex",Setting Free the Kites,2/21/2017,Putnam Adult,9780399162107,,,,,Literary Fiction,,"Emma DeLooze-Klein, Kirkwood Public Library, Kirkwood, MO",,,,,,,,,,,
2017/02,"Hunter, Georgia",We Were The Lucky Ones,2/14/2017,Viking,9780399563089,,,,,Non-Fiction,,"Mary Coe, Fairfield Woods Branch Library, CT",,,,,,,,,,,
2017/02,"James, Vic",Gilded Cage,2/14/2017,Del Rey,9780425284155,,,x,,SF/Fantasy,,"Suzanne Christensen, Spanish Fork Public Library, Spanish Fork, UT",,,,,,,,,,,
2017/02,"Kinsella, Sophie",My Not So Perfect Life,2/7/2017,The Dial Press,9780812998269,,,,,Literary Fiction,,"Kristen Gramer, Lewes Public Library, Lewes, DE",,,,,,,,,,,
2017/02,"Kline, Christina Baker",A Piece of the World,2/21/2017,William Morrow,9780062356260,,,,,Literary Fiction,,"Diane Scholl, Batavia Public Library, Batavia, IL",,,,,,,,,,,
2017/02,"Mackintosh, Clare",I See You,2/21/2017,Berkley,9781101988299,x,,,,Suspense/Thriller,,"Karen Zeibak, Wilton Library Association, Wilton, CT",,,,,,,,,,,
2017/02,"Mastai, Elan",All Our Wrong Todays,2/7/2017,Dutton,9781101985137,,,x,,SF/Fantasy,,"Dan Brooks, Wake County Public Libraries, Cary, NC",,,,,,,,,,,
2017/02,"Ryan, Jennifer",The Chilbury Ladies' Choir,2/14/2017,Crown,9781101906750,,,x,,Historical Fiction,,"Shari Suarez, Genesee District Library, Goodrich MI",,,,,,,,,,,
2016/12, Dec 2016/Jan 2017,,,,,,,,,,,,,,,,,,,,,,
2016/12,"Arden, Katherine",The Bear and Nightingale,1/10/2017,Del Rey,9781101885932,,,x,,Literary Fiction,,"Joseph Jones, Cuyahoga County Public Library, Cuyahoga, OH",,,,,,,,,,,
2016/12,"Barry, Brunonia",The Fifth Petal,1/24/2017,Crown,9781101905609,,,,,SF/Fantasy,,"Marianne Colton, Lockport Public Library, Lockport, NY",,,,,,,,,,,
2016/12,"Delaney, J.P.",The Girl Before,1/24/2017,Ballantine Books,9780425285046,x,,x,,Suspense/Thriller,,"Kara Kohn, Plainfield Public Library District, Plainfield, IL",,,,,,,,,,,
2016/12,"Harper, Jane",The Dry,1/10/2017,Flatiron Books,9781250105608,,,x,2017,Suspense/Thriller,,"Jennifer Winberry, Hunterdon County Library, Flemington, NJ",,,,,,,,,,,
2016/12,"Johnson, Lindsey Lee",The Most Dangerous Place on Earth,1/10/2017,Random House, 9780812997279,,,x,,Literary Fiction,,"Amy Christiansen, Jefferson County Public Library, Wheat Ridge, CO",,,,,,,,,,,
2016/12,"Pinborough, Sarah",Behind Her Eyes,1/31/2017,Flatiron Books, 9781250111173,,,,,Suspense/Thriller,,"Mary Vernau, Tyler Public Library, Tyler, TX",,,,,,,,,,,
2016/12,"Rivers, Susan",The Second Mrs. Hockaday,1/10/2017,Algonquin Books,9781616205812,,,x,,Historical Fiction,,"Diane Scholl, Batavia Public Library, Batavia, IL",,,,,,,,,,,
2016/12,"Schwalbe, Will",Books for Living,12/27/2016,Knopf,9780385353540,,,,,Non-Fiction,,"Lesa Holstine, Evansville Vanderburgh Public Library, Evansville, IN",,,,,,,,,,,
2016/12,"Swanson, Peter",Her Every Fear,1/10/2017,William Morrow,9780062427021,,,,,Suspense/Thriller,,"Cari Dubiel, Twinsburg Public Library, Twinsburgh, OH",,,,,,,,,,,
2016/12,"White, Elle Katharine",Heartstone,1/17/2017,Harper Voyager,9780062451941,,,x,,SF/Fantasy,,"Jenna Persick, Chester County Library, Exton, PA",,,,,,,,,,,
2016/11, November 2016,,,,,,,,,,,,,,,,,,,,,,
2016/11,"Baird, Julia",Victoria: The Queen: An Intimate Biography of the Woman Who Ruled an Empire ,11/22/2016,Random House,9781400069880,,,,,Non-Fiction,,"Ann Cox, Beaufort County Library, Hilton Head, SC",,,,,,,,,,,
2016/11,"Birch, Carol",Orphans of the Carnival: A Novel,11/8/2016,Doubleday,9780385541527,,,,,Literary Fiction,,"Vicki Nesting, St. Charles Parish Library, Destrehan, LA",,,,,,,,,,,
2016/11,"Chabon, Michael",Moonglow: A Novel,11/22/2016,Harper,9780062225559,,,,,Literary Fiction,,"Jennifer Winberry, Hunterdon County Library, Flemington, NJ",,,,,,,,,,,
2016/11,"Child, Lee",Night School: A Jack Reacher Novel,11/7/2016,Delacorte Press,9780804178808,,,,,Suspense/Thriller,,"Elizabeth Eastin, Rogers Memorial Library, Southampton, NY",,,,,,,,,,,
2016/11,"Ellis, Warren",Normal: A Novel,11/29/2016,FSG Originals,9780374534974,,,,,Suspense/Thriller,,"Mary Vernau, Tyler Public Library, Tyler, TX",,,,,,,,,,,
2016/11,"Hoffman, Alice",Faithful: A Novel,11/1/2016,Simon & Schuster,9781476799209,x,,,,Literary Fiction,,"Sharon Layburn, South Huntington Public Library, Huntington Station, NY",,,,,,,,,,,
2016/11,"Johansen, Erika",The Fate of the Tearling: A Novel,11/29/2016,Harper,9780062290427,,,,,SF/Fantasy,,"Beth Mills, New Rochelle Public Library, New Rochelle, NY",,,,,,,,,,,
2016/11,"Krentz, Jayne Ann",When All The Girls Have Gone,11/22/2016,Berkley,9780399174490,,,,,Mystery,,"Karen Emery, Johnson County Public Library, Franklin, IN",,,,,,,,,,,
2016/11,"Lamb, Wally",I’ll Take You There: A Novel,11/22/2016,Harper,9780062656285,,,,,Literary Fiction,,"Marilyn Sieb, L.D. Fargo Library, Lake Mills, WI",,,,,,,,,,,
2016/11,"Smith, Zadie",Swing Time: A Novel,11/15/2016,Penguin Press,9781594203985,,,,,Literary Fiction,,"Jennifer Wilson, Delphi Public Library, Delphi, IN",,,,,,,,,,,
2016/10, October 2016,,,,,,,,,,,,,,,,,,,,,,
2016/10,"Benedict, Marie",The Other Einstein: A Novel,10/18/2016,Sourcebooks Landmark,9781492637257,,,x,,Historical Fiction,,"Sharon Layburn, South Huntington Public Library, Huntington Station, NY",,,,,,,,,,,
2016/10,"Bennett, Brit",The Mothers: A Novel,10/11/2016,Riverhead,9780399184512,,,x,,Literary Fiction,,"Jennifer Ohzourk, St. Louis Public Library, St. Louis, MO",,,,,,,,,,,
2016/10,"Donohue, Keith",The Motion of Puppets: A Novel,10/4/2016,Picador,9781250057181,,,,,Horror,,"Kimberly McGee, Lake Travis Community Library, Austin, TX",,,,,,,,,,,
2016/10,"French, Tana",The Trespasser: A Novel,10/4/2016,Viking,9780670026333,,,,,Mystery,,"Kathryn Hassert, Chester County Library, Exton, PA",,,,,,,,,,,
2016/10,"Griffiths, Elly",Smoke and Mirrors,10/18/2016,Houghton Mifflin Harcourt,9780544527959,,,,,Mystery,,"Carol Ward, Cuyahoga County Public Library, Solon, OH",,,,,,,,,,,
