List Date,"Author (Last, First)",Title,Pub Date,Publisher,ISBN,Top Pick,Hall of Fame,Debut,Year-End Favorite List,Genre,Annotation,Nominator/Library,,,,,,,,,,,
2015/09,"Evison, Jonathan","This Is Your Life, Harriet Chance!",9/8/2015,Algonquin Books, 9781616202613,,,,,Literary Fiction,"“Harriet Chance receives word that her recently deceased husband, Bernard, has won an Alaskan cruise. Deciding to go on the trip, she is given a letter from her close friend Mildred, with instructions not to open it until she is on the cruise. The contents of this letter shatter Harriet and she begins to reevaluate her life and her relationships.”","Arleen Talley, Anne Arundel County Public Library Foundation, Annapolis, MD",,,,,,,,,,,
2015/09,"Groff, Lauren",Fates and Furies,9/15/2015,Riverhead,9781594634475,,,,,Literary Fiction,"“Fates and Furies is a modern portrait of marriage. Lotto Satterwhite is the center, the hub around which all the characters revolve in the first half of the book. In the second half of the book, the lens turns to Lotto’s wife Mathilde, and her side of the lopsided partnership gives us a totally different view. Groff is a master of language. It’s not a gentle read. But it’s magnificent.”","Kelly Currie, Delphi Public Library, Delphi, IN",,,,,,,,,,,
2015/09,"Guinn, Matthew","Scribe, The",9/14/2015,W.W. Norton & Company,9780393239294,,,,,Mystery,"“A shunned detective is pulled back to Atlanta to solve some brutal murders that seem to be the work of a serial killer. Political intrigue, a fascinating time in this country’s history, and a good old-fashioned murder mystery make this one fascinating read. This book asks the question: when a man has had everything taken away, will he still fight for what is right?”","Kimberly McGee, Lake Travis Community Library, Austin, TX",,,,,,,,,,,
2015/09,"Lawson, Jenny",Furiously Happy,9/22/2015,Flatiron Books,9781250077004,,,,2015,Memoir,,"PJ Gardiner, Wake County Public Libraries, Raleigh, NC",,,,,,,,,,,
2015/09,"Stewart, Amy",Girl Waits With Gun,9/1/2015,Houghton Mifflin Harcourt,9780544409910,,,x,,Mystery,"“When the Kopp sisters and their buggy are injured by Henry Kaufman’s car, Constance Kopp at first just wants him to pay the damages. As she pursues justice, she meets another of Kaufman’s victims, the young woman Lucy. Stewart creates fully developed characters, including the heroine, Constance, who is fiercely independent as she faces down her fears. The time period and setting are important parts of the story as well, providing a glimpse of 1914 New Jersey.”","Maggie Holmes, Richards Memorial Library, North Attleboro, MA",,,,,,,,,,,
2015/09,"Young, Hester","Gates of Evangeline, The",9/1/2015,G.P. Putnam's Sons,9780399174001,,,x,,Suspense/Thriller,"“Journalist Charlie Cates goes to gloomy, swampy Louisiana to write a book about the disappearance of a young child. Her research uncovers family secrets, lies, and clandestine affairs. This first book in a new series is incredibly suspenseful, with a vivid setting, a supernatural tinge, and an intricate plot that keeps you guessing until the end.”","Anbolyn Potter, Chandler Public Library, Chandler, AZ",,,,,,,,,,,
2015/08, August 2015,,,,,,,,,,,,,,,,,,,,,,
2015/08,"Andrews, Donna",Lord of the Wings,8/4/2015,Minotaur Books,9781250049582,,,,,Mystery,,"Karen Emery, Johnson County Public Library, Franklin, IN",,,,,,,,,,,
2015/08,"Clifford, Stephanie",Everybody Rise,8/18/2015,St. Martin's Press,9781250077172,,,x,,Literary Fiction,,"Anbolyn Potter, Chandler Public Library, Chandler, AZ",,,,,,,,,,,
2015/08,"Dirda, Michael",Browsings,8/15/2015,Pegasus,9781605988443,,,,,Non-Fiction,"“This collection of Dirda’s musings on writers, book collecting and the literary landscape is a must read for all bibliophiles. Michael Dirda won a Pulitzer for his work at the Washington Post and has been called “the best-read person in America”. I always learn something new when I read his work and this book is no exception. Great fun for all book nerds!”","Robin Nesbitt, Columbus Metropolitan Library, Hilliard, OH",,,,,,,,,,,
2015/08,"Egan, Elisabeth","Window Opens, A",8/25/2015,Simon & Schuster,9781501105432,,,x,,Literary Fiction,"“Alice Pearce has a pretty great life. She has a loving family and works part-time as an editor for a magazine. When her family’s financial situation takes a drastic turn, Alice finds that she needs to step up to the plate and contribute more, and she finds this comes at a cost. I think many women will see themselves in Alice’s character. I recommend this book to moms who need a little time to themselves; they might realize that maybe things aren’t so bad for them after all.”"," Rosanna Johnson, Chandler Public Library, Chandler, AZ",,,,,,,,,,,
2015/08,"Goolrick, Robert","Fall of Princes, The",8/25/2015,Algonquin Books,9781616204204,,,,,Literary Fiction,,"Jennifer Cook, Cheshire Public Library, Cheshire, CT",,,,,,,,,,,
2015/08,"Gottlieb, Eli",Best Boy,8/24/2015,Liveright,9781631490477,x,,,,Literary Fiction,"“What happens when someone on the autism spectrum grows up, and they aren’t a cute little boy anymore? Gottlieb’s novel follows the story of Todd Aaron, a man in his fifties who has spent most of his life a resident of the Payton Living Center. Todd begins to wonder what lies beyond the gates of his institution. A funny and deeply affecting work.”","Elizabeth Olesh, Baldwin Public Library, Baldwin, NY",,,,,,,,,,,
2015/08,"Heaberlin, Julia",Black-Eyed Susans,8/11/2015,Ballantine Books,9780804177993,,,,,Suspense/Thriller,"“In 1995, Tessie went out for a run, and she went missing. She was found eventually, a surviving victim of the Black-Eyed Susan serial killer. The supposed killer is in prison, yet Tessie is still being plagued by mysterious Black Eyed Susan flowers blooming where they shouldn’t. The viewpoint shifts between Tessie in the present day and teenage Tessie in 1995, and was quite clever. I think this novel will appeal to fans of Gone Girl.”","Shannon Fukumoto, Kapolei Public Library Kapolei, HI",,,,,,,,,,,
2015/08,"Hoffman, Alice","Marriage of Opposites, The",8/4/2015,Simon & Schuster,9781451693591,,,,,Historical Fiction,,"Marianne Colton, Lockport Public Library, Lockport, NY",,,,,,,,,,,
2015/08,"Penny, Louise","Nature of the Beast, The",8/25/2015,Minotaur Books,9781250022080,,,,2015,Mystery,,"Beth Mills, New Rochelle Public Library, New Rochelle, NY",,,,,,,,,,,
2015/08,"Ware, Ruth","In a Dark, Dark Wood",8/4/2015,Gallery/Scout Press,9781501112317,,,,,Suspense/Thriller,"“Leonora Shaw is a crime writer who lives a solitary life in London until she receives an invitation to a hen party for a friend she hasn’t seen in nearly ten years. The party takes place in a remote location with spotty phone service. Are you nervous yet? We know from the opening pages that something horrible happens, but just what, and to whom, how, and why will keep readers guessing — and flipping the pages. Recommended for fans of The Girl on the Train.","Vicki Nesting, St. Charles Parish Library, Destrehan, LA",,,,,,,,,,,
2015/07, July 2015,,,,,,,,,,,,,,,,,,,,,,
2015/07,"Brown, Leanne",Good and Cheap,7/14/2015,Workman,9780761184997,,,,,Non-Fiction,,"Nancy Chalk, Charlton Public Library, Charlton, MA",,,,,,,,,,,
2015/07,"Evans, Lissa",Crooked Heart,7/28/2015,Harper,9780062364838,,,,,Literary Fiction,"“Crooked Heart is a rewarding, addictive read. Orphaned ten-year-old bookworm Noel, sent away to rural St. Albans, finds himself under the reluctant guardianship of Vee, aka Mrs. Vera Sledge. Amidst a chaotic background of bombings and uncertain futures, Vee and Noel gradually form a powerful bond. I recommend this darkly humorous, honest, and complex story. It is book club heaven.”","Janet Schneider, Oceanside Library, Oceanside, NY",,,,,,,,,,,
2015/07,"Hopkins, Ellen",Love Lies Beneath,7/21/2015,Atria Books,9781476743653,,,,,Literary Fiction,"“An intriguing tale of sex, romance and deception. Tara is a brilliant, sexy forty-something. She’s enjoying being single until Cavin, a handsome doctor, enters her exam room. They have a hot and steamy romance but there is much, much more to this story. Ellen Hopkins commands each word on the page from her prose to verse.”","Laura Hartwig, Meriden Public Library, Meriden, CT",,,,,,,,,,,
2015/07,"Mallery, Susan",Kiss Me,6/30/2015,HQN Books,9780373780129,,,,,Romance,,"Jenelle Klavenga, Marshalltown Public Library, Marshalltown, IA",,,,,,,,,,,
2015/07,"McLain, Paula",Circling the Sun,7/28/2015,Ballantine Books,9780345534187,,,,2015,Historical Fiction,"“I couldn’t stop reading this fascinating portrayal of Beryl Markham, a complex and strong-willed woman who fought to make her way in the world on her terms. McLain paints a captivating portrait of Africa in the 1920s and the life of expats making their home there. Highly, highly recommended.”","Halle Eisenman, Beaufort County Library, Hilton Head, SC",,,,,,,,,,,
2015/07,"Reichs, Kathy",Speaking in Bones,7/21/2015,Bantam,9780345544049,,,,,Mystery,,"Leslie Johnson, Jefferson County Public Library, Lakewood, CO",,,,,,,,,,,
2015/07,"Reid, Taylor Jenkins",Maybe in Another Life,7/7/2015,Washington Square Press,9781476776880,,,,,Literary Fiction,," Tracy Babiasz, Chapel Hill Public Library, Chapel Hill, NC",,,,,,,,,,,
2015/07,"Shalvis, Jill",Second Chance Summer,6/30/2015,Grand Central Publishing,9781455586738,,,,,Romance,,"Carole Tossman, Howard County Library System, Columbia, MD",,,,,,,,,,,
2015/07,"Stevens, Chevy",Those Girls,7/7/2015,St. Martin's Press,9781250034588,,,,,Mystery,,"Annice Sevett, Willmar Public Library, Willmar, Minnesota",,,,,,,,,,,
2015/07,"Stradal, J. Ryan",Kitchens of the Great Midwest,7/28/2015,Pamela Dorman Books,9780525429142,x,,x,2015,Literary Fiction,"“This novel is quirky and colorful. The story revolves around chef Eva Thorvald and the people who influence her life and her cooking. With well-drawn characters and mouthwatering descriptions of meals, Kitchens of the Great Midwest will appeal to readers who like vivid storytelling. Foodies will also enjoy this delicious tale.”","Anbolyn Potter, Chandler Public Library, Chandler, AZ",,,,,,,,,,,
2015/06, June 2015,,,,,,,,,,,,,,,,,,,,,,
2015/06,"Backman, Frederik",My Grandmother Asked Me to Tell You She's Sorry,6/16/2015,Atria Books,9781501115066,,,,,Literary Fiction,,"Janet Lockhart, Wake County Public Libraries, Cary, NC",,,,,,,,,,,
2015/06,"Barrows, Annie","Truth According to Us, The",6/9/2015,The Dial Press,9780385342940,,,,,Literary Fiction,"“It is 1938 in a rural West Virginia town and a young woman arrives to write the town’s history. Layla doesn’t really know what to expect from the town, and the town doesn’t know what to make of her. This is the heart of the South, the soul of small towns, where everyone looks out for you and knows your history. Sweet story tailor-made for fans of Billie Letts, Fannie Flagg, Pat Conroy and Harper Lee.”","Kimberly McGee, Lake Travis Community Library, Austin, TX",,,,,,,,,,,
2015/06,"Blume, Judy",In the Unlikely Event,6/2/2015,Knopf,9781101875049,,,,,Literary Fiction,,"Becky Bowen, Kenton County Public Library, Independence, KY",,,,,,,,,,,
2015/06,"Dave, Laura",Eight Hundred Grapes,6/2/2015,Simon & Schuster,9781476789255,x,,,,Literary Fiction,,"Joan Hipp, Florham Park Public Library, Florham Park, NJ",,,,,,,,,,,
2015/06,"Doiron, Paul","Precipice, The",6/16/2015,Minotaur Books,9781250063694,,,,,Mystery,,"Lora Bruggeman, Indian Prairie Public Library, Darien, IL",,,,,,,,,,,
2015/06,"George, Nina","Little Paris Bookshop, The",6/23/2015,Crown,9780553418774,,,,2015,Literary Fiction,,"Beth Mills, New Rochelle Public Library, New Rochelle, NY",,,,,,,,,,,
2015/06,"Hilderbrand, Elin","Rumor, The",6/16/2015,Little Brown,9780316334525,,,,,Literary Fiction,,"Claudia Silk, Fairfield Public Library, Fairfield, CT",,,,,,,,,,,
2015/06,"Johansen, Erika",Invasion of the Tearling,6/9/2015,Harper,9780062290397,x,,,,SF/Fantasy,,"Lucy Lockley, St. Charles City-County Library, St. Peters, MO",,,,,,,,,,,
2015/06,"Kurson, Robert",Pirate Hunters,6/16/2015,Random House,9781400063369,,,,,Non-Fiction,,"Linda Payne, Lake Placid Memorial Library, Lake Placid, FL",,,,,,,,,,,
2015/06,"Swyler, Erika","Book of Speculation, The",6/23/2015,St. Martin's Press,9781250054807,,,x,,Literary Fiction,"“A roller coaster of a read! This is the story of a librarian from a splintered family with a tragic past who is gifted a mysterious book that leads him to dive deep into his family’s history, all while his present life seems to be falling to pieces around him. If you loved Morgenstern’s The Night Circus or Kostova’s The Historian, this is a book for you.”","Amanda Monson, Bartow County Library System, Cartersville, GA",,,,,,,,,,,
2015/05, May 2015,,,,,,,,,,,,,,,,,,,,,,
2015/05,"Atkinson, Kate","God in Ruins, A",5/5/2015,Little Brown,9780316176538,,,,2015,Literary Fiction,,"Jennifer Dayton, Darien Library, Darien, CT",,,,,,,,,,,
2015/05,"Bacigalupi, Paolo","Water Knife, The",5/26/2015,Knopf,9780385352871,,,,,SF/Fantasy,,"Lindsay Atwood, Chandler Public Library, Chandler, AZ",,,,,,,,,,,
2015/05,"Bolton, Sharon",Little Black Lies,5/019/2015,Minotaur Books,9781250028594,,,,,Mystery,,"Elizabeth Kanouse, Denville Public Library, Denville, NJ",,,,,,,,,,,
2015/05,"Griffiths, Elly","Ghost Fields, The",5/019/2015,Houghton Mifflin Harcourt,9780544330146,,,,,Mystery,,"Beth Mills, New Rochelle Public Library, New Rochelle, NY",,,,,,,,,,,
2015/05,"Haruf, Kent",Our Souls at Night,5/26/2015,Knopf,9781101875896,,,,,Literary Fiction,,"Alison Kastner, Multnomah County Library, Portland, OR",,,,,,,,,,,
2015/05,"Maas, Sarah J.","Court of Thorns and Roses, A",5/5/2015,Bloomsbury USA ,9781619634442,,,,,SF/Fantasy,,"Jessica C. Williams, Westlake Porter Public Library, Westlake, OH",,,,,,,,,,,
2015/05,"Novik, Naomi",Uprooted,5/019/2015,Del Rey,9780804179034,x,,,,SF/Fantasy,,"Lucy Lockley, St. Charles City-County Library, St. Peters, MO",,,,,,,,,,,
2015/05,"Smiley, Jane",Early Warning,4/28/2015,Knopf,9780307700322,,,,,Literary Fiction,,"Jennifer Winberry, Hunterdon County Library, Flemington, NJ",,,,,,,,,,,
2015/05,"Stephenson, Neal",Seveneves,5/019/2015,William Morrow, 9780062190376,,,,,SF/Fantasy,,"Keith Hayes, Wake County Public Libraries, Cary, NC",,,,,,,,,,,
2015/05,"Sykes, Lucy and Jo Piazza","Knockoff, The",5/019/2015,Doubleday,9780385539586,,,x,,Literary Fiction,"“The Knockoff is a digital-age mash-up of old-school movies The Women and All About Eve, set in the Devil Wears Prada world of a high fashion magazine. I absolutely loved this fresh, charming, addictive and ultimately heroic story of 40-something cancer survivor Imogen’s quest to rescue and rebuild her career, despite the machinations of a younger tech-wiz rival.”","Janet Schneider, Bryant Library, Roslyn, NY",,,,,,,,,,,
2015/04, April 2015,,,,,,,,,,,,,,,,,,,,,,
2015/04,"Berg, Elizabeth","Dream Lover, The",4/14/2015,Random House,9780812993158,,,,,Historical Fiction,,"Catherine Coyne, Mansfield Public Library, Mansfield, MA",,,,,,,,,,,
2015/04,"Cocks, Heather & Jessica Morgan","Royal We, The",4/7/2015,Grand Central Publishing, 9781455557103,,,,,Romance,,"Donna Matturri, Pickerington Public Library, Pickerington, OH",,,,,,,,,,,
2015/04,"De los Santos, Marisa","Precious One, The",3/24/2015,William Morrow,9780061670893,,,,,Literary Fiction,,"Heather Bistyga, Anderson County Library, Anderson, SC",,,,,,,,,,,
2015/04,"Duffy, Brendan",House of Echoes,4/14/2015,Ballantine Books,9780804178112,,,x,,Suspense/Thriller,"“Eager to get out of the big city, Ben and Caroline Tierney purchase a large, old house upstate hoping to renovate it into a hotel. However, their house, called The Crofts, has a dark, mysterious past, and terrifying secrets begin to threaten the family. This wonderfully eerie and atmospheric debut novel is a great recommendation for fans of Bohjalian’s The Night Strangers and McMahon’s The Winter People.","Sara Kennedy, Delaware County District Library, Delaware, OH",,,,,,,,,,,
2015/04,"Genova, Lisa",Inside the O'Briens,4/7/2015,Gallery Books,9781476717777,,,,,Historical Fiction,"“The O’Briens are an Irish Catholic family living in Boston. Joe, the father, is a cop, and when he is diagnosed with Huntington’s, he must somehow tell his wife and four grown children and learn to live with the disease. I couldn’t put the book down for too long. Genova made me feel as if I was part of the family. I loved the way she developed her characters with style and warmth.”","Valerie Giambona, Secaucus Public Library, Secaucus, NJ",,,,,,,,,,,
2015/04,"Gruen, Sara",At the Water's Edge,3/31/2015,Spiegel & Grau,9780385523233,x,,,,Historical Fiction,,"Paulette Brooks, Elm Grove Public Library, Elm Grove, WI",,,,,,,,,,,
2015/04,"Iles, Greg","Bone Tree, The",4/21/2015,William Morrow,9780062311115,,,,,Mystery,,"Ellen Jennings, Cook Memorial Public Library, Libertyville, IL",,,,,,,,,,,
2015/04,"Kearsley, Susanna","Desperate Fortune, A",4/7/2015,Sourcebooks Landmark,9781492602026,,,,,Historical Fiction,,"Kimberly McGee, Lake Travis Community Library, Austin, TX",,,,,,,,,,,
2015/04,"McCreight, Kimberly",Where They Found Her,4/14/2015,Harper,9780062225467,,,,,Suspense/Thriller,"“Molly Sanderson is covering a feature for the Ridgedale Reader that not only stirs up her recent grief over a stillborn child, but secrets that have been kept hidden for over two decades in this northern New Jersey college town. As the stories of four different women unfold, a new piece of the puzzle is revealed. Chilling and gruesome at times, this is a novel with characters who will stay with the reader long after the final page is turned.”","Jennifer Winberry, Hunterdon County Library, Flemington, NJ",,,,,,,,,,,
2015/04,"Shalvis, Jill",Still the One,4/7/2015,Berkley,9780425270189,,,,,Romance,,"Amanda Brown, Roanoke Public Libraries, Roanoke, VA",,,,,,,,,,,
2015/03, March 2015,,,,,,,,,,,,,,,,,,,,,,
2015/03,"Caldwell, Ian","Fifth Gospel, The",3/3/2015,Simon & Schuster,9781451694147,,,,,Mystery,,"Elizabeth Kanouse, Denville Public Library, Denville, NJ",,,,,,,,,,,
2015/03,"Carriger, Gail",Prudence,3/17/2015,Orbit,9780316212243,,,,,SF/Fantasy,,"Lisa Sprague, Enfield Public Library, Enfield, CT",,,,,,,,,,,
2015/03,"Crawford, Susan","Pocket Wife, The",3/17/2015,William Morrow,9780062362858,,,x,,Suspense/Thriller,"“Dana is a ‘pocket wife’ because her lawyer husband barely gives her the time of day. One afternoon, she drunkenly argues with her neighbor Celia, takes a nap, then wakes to find Celia dead. Could she have murdered Celia? Dana, suffering from manic episodes, tries to solve her friend’s murder before she loses all self-control. Highly recommended for fans of Gone Girl.”","Katelyn Boyer, Fergus Falls Public Library, Fergus Falls, MN",,,,,,,,,,,
2015/03,"Hannaham, James",Delicious Foods,3/17/2015,Little Brown,9780316284943,,,,,Literary Fiction,"“How can you not be immediately intrigued by a novel that opens with a teenage boy driving from Louisiana to Minnesota after both his hands have just been cut off at the wrist? When you read this novel, you’re dropped right into a world–darkly funny and audaciously bold.”","Meghan Hall, Timberland Regional Library, Lacey, WA",,,,,,,,,,,
2015/03,"Joy, David",Where All Light Tends to Go,3/3/2015,Putnam Adult,9780399172779,,,x,,Literary Fiction,"“This beautifully written novel juxtaposes the glory of the Appalachians against the despair of everyday life. Jacob McNeely recognizes his family’s brutality, but Maggie, the love of his life, gives him hope. Achingly told, the visceral prose will stay with readers long past the conclusion. Fans of the Southern fiction of Ron Rash and Wiley Cash will fall in love with this new voice.”","Jennifer Winberry, Hunterdon County Library, Flemington, NJ",,,,,,,,,,,
2015/03,"Joyce, Rachel","Love Song of Miss Queenie Hennessy, The",3/3/2015,Random House,9780812996678,x,,,,Historical Fiction,,"Andrienne Cruz, Azusa City Library, Azusa, CA",,,,,,,,,,,
2015/03,"Larson, Erik",Dead Wake,3/10/2015,Crown,9780307408860,,,,2015,Non-Fiction,,"Robert Schnell, Queens Library, Jamaica, NY",,,,,,,,,,,
2015/03,"Oliver, Lauren",Vanishing Girls,3/10/2015,HarperCollins,9780062224101,,,,,Suspense/Thriller,"“Reminiscent of E. Lockhart’s We Were Liars, this book begs for a re-read after you finish it. Nick, the main character, is recovering from a devastating trauma. Her family life is turned upside down, and a longtime childhood friendship is strained due to her sister’s exploits. I recommend this book to anyone who loves to read multi-layered stories.”","Sybil Thompson, Cuyahoga County Public Library, Cleveland, OH",,,,,,,,,,,
2015/03,"Rose, M. J.","Witch of Painted Sorrows, The",3/17/2015,Atria Books,9781476778068,,,,,Historical Fiction,,"Marianne Colton, Lockport Public Library, Lockport, NY",,,,,,,,,,,
2015/03,"Truss, Lynne",Cat Out of Hell,3/3/2015,Melville House,9781612194424,,,,,Literary Fiction,"“Cats don’t live nine lives. They survive eight deaths. There’s something special about Roger, the cat, and it’s not that he can talk. Truss spins readers through a hauntingly, portentous tale. When my cat’s tail thrums, I’ll forever wonder what devilment will follow.","Ann Williams, Tippecanoe County Public Library, Lafayette, IN",,,,,,,,,,,
2015/02, February 2015,,,,,,,,,,,,,,,,,,,,,,
2015/02,"Abercrombie, Joe",Half the World,2/17/2015,Del Rey,9780804178426,,,,,SF/Fantasy,,"Cynthia Hunt, Amarillo Public Library, Amarillo, TX",,,,,,,,,,,
2015/02,"Alcott, Kate","Touch of Stardust, A",2/17/2015,Doubleday,9780385539043,,,,,Historical Fiction,,"Lois Gross, Hoboken Public Library, Hoboken, NJ",,,,,,,,,,,
2015/02,"Flanders, Judith","Murder of Magpies, A",2/24/2015,Minotaur Books,9781250056450,,,x,,Mystery,"“Loved this mystery! The acerbic narrator is 40-year-old British book publishing editor Samantha, whose best author goes missing after writing a tell-all book about a famous French fashion designer who died under suspicious circumstances. Very funny, and great secondary characters as well.”","Ann-Marie Anderson, Tigard Public Library, Tigard, OR",,,,,,,,,,,
2015/02,"Franklin, Ariana and Samantha Norman","Siege Winter, The",2/24/2015,William Morrow,9780062282569,,,,,Historical Fiction,,"Elizabeth Carroll, Madison Public Library, Madison, WI",,,,,,,,,,,
2015/02,"King, Laurie R.",Dreaming Spies,2/17/2015,Bantam,9780345531797,,,,,Mystery,,"Paulette Brooks, Elm Grove Public Library, Elm Grove, WI",,,,,,,,,,,
2015/02,"Quinn, Julia","Secrets of Sir Richard Kenworthy, The",1/27/2015,Avon,9780062072948,,,,,Romance,,"Sharon Redfern, Rockville Public Library, Vernon, CT",,,,,,,,,,,
2015/02,"Reardon, Bryan",Finding Jake,2/24/2015,William Morrow,9780062339485,,,x,,Literary Fiction,"“Stay-at-home dad Simon Connelly receives the call every parent dreads: there’s been a shooting at his children’s school. Through flashbacks and present-day narratives, he mines his memory for clues to what may have happened. This is a refreshing take on the well trodden “bad kid” novels, and an excellent thriller to recommend to all who liked Defending Jacob or We Need to Talk About Kevin.”","Alissa Williams, Pekin Public Library, Pekin, IL",,,,,,,,,,,
2015/02,"Schwab, V. E. ","Darker Shade of Magic, A",2/24/2015,Tor Books,9780765376459,,,,,SF/Fantasy,,"Beth Mills, New Rochelle Public Library, New Rochelle, NY",,,,,,,,,,,
2015/02,"Tyler, Anne","Spool of Blue Thread, A",2/10/2015,Knopf,9781101874271,x,,,2015,Literary Fiction,,"Catherine Coyne, Mansfield Public Library, Mansfield, MA",,,,,,,,,,,
2015/02,"Walsh, M. O.",My Sunshine Away,2/10/2015,Putnam Adult,9780399169526,,,x,,Mystery,"“A crime against a 15-year-old girl is examined through the eyes of one of her friends–a friend who admits to being a possible suspect in the crime. This is a wonderful debut novel full of suspense, angst, loyalty, deceit, and most of all, love.”","Alison Nadvornik, Worthington Libraries, Columbus, OH",,,,,,,,,,,
2015/01, January 2015,,,,,,,,,,,,,,,,,,,,,,
2015/01,"Allen, Sarah Addison",First Frost,1/20/2015,St. Martin's Press,9781250019837,,,,,Literary Fiction,,"Lauren Mitchell, Pima County Libraries, Tucson, AZ",,,,,,,,,,,
2015/01,"Bradley, Alan",As Chimney Sweepers Come to Dust,1/6/2015,Delacorte Press,9780345539939,x,,,,Mystery,,"Lizzie Gall, Grand Rapids Public Library, Grand Rapids, MI",,,,,,,,,,,
2015/01,"Brown, Pierce",Golden Son,1/6/2015,Del Rey,9780345539816,,,,,SF/Fantasy,,"Nita Gill, Brookings Public Library, Brookings, SD",,,,,,,,,,,
2015/01,"Harrison, Mette Ivie","Bishop's Wife, The",12/30/2014,Soho Crime,9781616954765,,,,,Mystery,,"Amanda Monson, Bartow County Library System, Cartersville, GA",,,,,,,,,,,
2015/01,"Hawkins, Paula","Girl on the Train, The",1/13/2015,Riverhead, 9781594633669,,,x,2015,Suspense/Thriller,"“Rachel is a washed-up thirty-something who creates a fantasy about the seemingly perfect couple she sees during her daily train ride into London. When the woman goes missing, Rachel manages to insert herself into the investigation of the woman’s disappearance. In the vein of Gone Girl, this dark psychological thriller is fast-paced and features some very unreliable narrators.”","Andrea Larson, Cook Memorial Public Library, Libertyville, IL",,,,,,,,,,,
2015/01,"Macallister, Greer","Magician's Lie, The",1/13/2015,Sourcebooks Landmark,9781402298684,,,x,,Historical Fiction,"“Arden is a famous illusionist whose show involves sawing a man in half, but one night, she grabs an axe instead of a knife and her husband is found dead under the stage. Can Arden, an expert at deception, get away with murder–or is she really innocent? Recommended to anyone who likes historical fiction, strong women characters, and surprisingly twisty plots.”","Paula Jones, Brockton Public Library, Brockton, MA",,,,,,,,,,,
2015/01,"Parmar, Priya",Vanessa and Her Sister,12/30/2014,Ballantine Books,9780804176378,,,,,Historical Fiction,"“Told uniquely as part diary, part epistolary novel, Parmar focuses on the relationship of Vanessa (later Bell) and Virginia (later Woolf) Stephens, one filled with unspoken jealousy and a fierceness of love that will ultimately destroy their kinship. This well-researched novel with gorgeous prose brings the characters to life with a unique perspective.”","Jennifer Winberry, Hunterdon County Library, Flemington, NJ",,,,,,,,,,,
2015/01,"Praag, Menna van ","Dress Shop of Dreams, The",12/30/2014,Ballantine Books,9780804178983,,,,,Literary Fiction,,"Andrienne Cruz, Azusa City Library, Azusa, CA",,,,,,,,,,,
2015/01,"Simsion, Graeme","Rosie Effect, The",12/30/2014,Simon & Schuster,9781476767314,,,,2015,Literary Fiction,,"Catherine Coyne, Mansfield Public Library, Mansfield, MA",,,,,,,,,,,
2015/01,"Walker, Julie Ann",Full Throttle,12/2/2014,Sourcebooks Casablanca,9781402294518,,,,,Romance,,"Vanessa Gempis, Dallas Public Library, Hampton-Illinois Library, Dallas, TX",,,,,,,,,,,
2014/11, November 2014,,,,,,,,,,,,,,,,,,,,,,
2014/11,"Barron, Stephanie",Jane and the Twelve Days of Christmas,10/28/2014,Soho Crime,9781616954239,,,,,Mystery,,"Kim Storbeck, Timberland Regional Library, Tumwater, WA",,,,,,,,,,,
2014/11,"Connelly, Michael","Burning Room, The",11/3/2014,Little Brown,9780316225939,,,,,Mystery,,"Elizabeth Eastin, Rogers Memorial Library, Southampton, NY",,,,,,,,,,,
2014/11,"Johnson, Marilyn",Lives in Ruins,11/11/2014,Harper,9780062127181,,,,,Non-Fiction,,"Jenna Persick, Chester County Library, Exton, PA",,,,,,,,,,,
2014/11,"Klinger, Leslie S. and Laurie R. King",In the Company of Sherlock Holmes,11/24/2014,Pegasus,9781605986586,,,,,Short stories,,"Paulette Brooks, Elm Grove Public Library, Elm Grove, WI",,,,,,,,,,,
2014/11,"LaFevers, Robin",Mortal Heart,11/4/2014,Houghton Mifflin Harcourt,9780547628400,,,,,SF/Fantasy,,"Hannah Berry, Aurora Public Library, Aurora, IL",,,,,,,,,,,
2014/11,"MacLean, Sarah",Never Judge a Lady By Her Cover,11/25/2014,Avon,9780062068514,,,,,Romance,,"Emily Peros, Denver Public Library, Denver, CO",,,,,,,,,,,
2014/11,"Millet, Lydia",Mermaids in Paradise,11/3/2014,W.W. Norton & Company,9780393245622,,,,,Literary Fiction,,"Amanda Monson, Bartow County Library System, Cartersville, GA",,,,,,,,,,,
2014/11,"Morrow, Bradford","Forgers, The",11/4/2014,Mysterious Press,9780802123213,,,,,Mystery,,"Nancy Russell, Columbus Metropolitan Library, Columbus, OH",,,,,,,,,,,
2014/11,"Moyes, Jojo","Ship of Brides, The",10/28/2014,Penguin,9780143126478,,,,,Romance,,"Ilene Lefkowitz, Denville Public Library, Denville, NJ",,,,,,,,,,,
2014/11,"Nicholls, David",Us,10/28/2014,Harper,9780062365583,x,,,,Literary Fiction,,"Kimberly McGee, Lake Travis Community Library, Austin, TX",,,,,,,,,,,
2014/10, October 2014,,,,,,,,,,,,,,,,,,,,,,
2014/10,"Cumming, Alan",Not My Father's Son,10/7/2014,Dey Street Books,9780062225061,,,,,Memoir,,"Tracy Babiasz, Alachua County Library District, Newberry, FL",,,,,,,,,,,
