,isbn,variable,value
112,9781984821348,genre_0,suspense fiction
113,9780802149121,genre_0,
114,9781728206141,genre_0,love stories
115,9781982136451,genre_0,horror fiction
116,9780593156858,genre_0,horror fiction
117,9780525510444,genre_0,love stories
118,9780062679161,genre_0,horror fiction
119,9780062248572,genre_0,autobiographies
120,9780062914095,genre_0,
121,9780525536291,genre_0,mystery fiction
122,9781984826787,genre_0,
123,9780062678164,genre_0,
124,9781728215723,genre_0,
125,9780062868930,genre_0,
126,9780399178955,genre_0,love stories
127,9780593100813,genre_0,love stories
128,9780062941237,genre_0,
129,9781501165429,genre_0,horror fiction
130,9780525620785,genre_0,gothic fiction
131,9781250151360,genre_0,suspense fiction
132,9780062973054,genre_0,
133,9781538716625,genre_0,love stories
134,9781524745172,genre_0,horror fiction
135,9781984803627,genre_0,fantasy fiction
136,9780062967282,genre_0,
137,9780062839077,genre_0,
138,9781984806239,genre_0,
139,9781984806734,genre_0,
140,9781250248732,genre_0,historical fiction
141,9780062367686,genre_0,mystery fiction
142,9780399590917,genre_0,alternative histories (fiction)
143,9781594634697,genre_0,domestic fiction
144,9781501133510,genre_0,
145,9781250229861,genre_0,
146,9780593102527,genre_0,love stories
147,9780451491756,genre_0,suspense fiction
148,9781683691433,genre_0,horror fiction
149,9781250154224,genre_0,suspense fiction
150,9780593085424,genre_0,love stories
151,9781538715642,genre_0,love stories
152,9781250149442,genre_0,mystery fiction
153,9780525429760,genre_0,biographical fiction
154,9780062878137,genre_0,
155,9780358164081,genre_0,
156,9781984819888,genre_0,historical fiction
157,9781984806116,genre_0,suspense fiction
158,9780385544801,genre_0,suspense fiction
159,9781250237279,genre_0,domestic fiction
160,9780593098660,genre_0,suspense fiction
161,9781982145217,genre_0,
162,9780062958501,genre_0,
163,9780451490742,genre_0,mystery fiction
164,9780062941503,genre_0,
165,9781982137441,genre_0,love stories
166,9780593135235,genre_0,love stories
167,9780525521143,genre_0,mystery fiction
168,9780062838209,genre_0,mystery fiction
169,9780593100066,genre_0,suspense fiction
170,9780062914804,genre_0,
171,9781942658702,genre_0,
172,9780778369110,genre_0,
173,9780385348713,genre_0,
174,9780451492074,genre_0,biographical fiction
175,9781250236609,genre_0,science fiction
176,9781984878618,genre_0,
177,9781250207203,genre_0,mystery fiction
178,9781250219596,genre_0,
179,9780062909879,genre_0,
180,9780440000174,genre_0,mystery fiction
181,9781984820150,genre_0,historical fiction
182,9781525836268,genre_0,
183,9780062872852,genre_0,chick lit
184,9780062931092,genre_0,romance fiction
185,9781492666905,genre_0,historical fiction
186,9781250087331,genre_0,mystery fiction
187,9780062938558,genre_0,humorous fiction
188,9781250209764,genre_0,suspense fiction
189,9781984805171,genre_0,mystery fiction
190,9781982126766,genre_0,
191,9780525540670,genre_0,mystery fiction
192,9781984854780,genre_0,
193,9781984806468,genre_0,love stories
194,9781525805981,genre_0,
195,9780062913722,genre_0,
196,9780778330776,genre_0,
197,9781525809781,genre_0,
198,9780593100349,genre_0,
199,9780525541905,genre_0,
200,9781524742904,genre_0,
201,9780593099131,genre_0,suspense fiction
202,9781643851631,genre_0,horror fiction
203,9780525542315,genre_0,romance fiction
204,9781984806093,genre_0,love stories
205,9781984855176,genre_0,
206,9781984802682,genre_0,love stories
207,9780062964564,genre_0,
208,9781250103482,genre_0,love stories
209,9780062941206,genre_0,romance fiction
210,9781501190100,genre_0,suspense fiction
211,9781643851358,genre_0,
212,9780385541213,genre_0,
213,9780316485340,genre_0,
214,9781534439863,genre_0,fiction
215,9780316449885,genre_0,popular works
216,9781250313072,genre_0,occult fiction
217,9780385539302,genre_0,
218,9781538731338,genre_0,
219,9781984805423,genre_0,love stories
220,9781616209131,genre_0,
221,9781984802217,genre_0,love stories
222,9781984806376,genre_0,fantasy fiction
223,9780062200679,genre_0,
224,9781982135706,genre_0,love stories
225,9781250265708,genre_0,
226,9780399562488,genre_0,love stories
227,9780358023937,genre_0,
228,9780812996548,genre_0,
229,9780451492470,genre_0,mystery fiction
230,9780062913463,genre_0,humorous fiction
231,9780062890047,genre_0,love stories
232,9781250204448,genre_0,mystery fiction
233,9780399590597,genre_0,historical fiction
234,9781984805386,genre_0,love stories
235,9780393652703,genre_0,
236,9781984805683,genre_0,
237,9781476749297,genre_0,
238,9780062958464,genre_0,love stories
239,9780062963673,genre_0,
240,9780525656159,genre_0,spy fiction
241,9780525535270,genre_0,historical fiction
242,9780062878342,genre_0,
243,9781250047328,genre_0,
244,9781524796747,genre_0,suspense fiction
245,9781984823793,genre_0,fiction
246,9780451489425,genre_0,
247,9781984818232,genre_0,mystery fiction
248,9781250317995,genre_0,
249,9780812992861,genre_0,western stories
250,9781984803788,genre_0,love stories
251,9780062878090,genre_0,romance fiction
252,9780062858085,genre_0,fiction
253,9781501188770,genre_0,mystery fiction
254,9780440000860,genre_0,suspense fiction
255,9781250142863,genre_0,mystery fiction
256,9781524744588,genre_0,historical fiction
257,9781250219657,genre_0,suspense fiction
258,9781984802194,genre_0,love stories
259,9781982135669,genre_0,romance fiction
260,9780062855312,genre_0,fiction
261,9780062390011,genre_0,mystery fiction
262,9780062692078,genre_0,
263,9780525620754,genre_0,fantasy fiction
264,9781525834257,genre_0,
265,9781524745141,genre_0,mystery fiction
266,9780399563058,genre_0,domestic fiction
267,9780451491879,genre_0,love stories
268,9780399182105,genre_0,science fiction
269,9780385537070,genre_0,historical fiction
270,9780062872838,genre_0,love stories
271,9781524759780,genre_0,suspense fiction
272,9781250174611,genre_0,mystery fiction
273,9781594634734,genre_0,love stories
274,9780525619246,genre_0,
275,9781984802798,genre_0,humorous fiction
276,9781984803252,genre_0,
277,9781492689386,genre_0,love stories
278,9780778307747,genre_0,novels
279,9781501133480,genre_0,
280,9781250126108,genre_0,suspense fiction
281,9780425281291,genre_0,fantasy fiction
282,9780062839053,genre_0,love stories
283,9780062862822,genre_0,domestic fiction
284,9781328974648,genre_0,mystery fiction
285,9780451490827,genre_0,love stories
286,9781501128035,genre_0,love stories
287,9781250195524,genre_0,fantasy fiction
288,9781250316776,genre_0,
289,9781250295637,genre_0,love stories
290,9781984853752,genre_0,
291,9781492671527,genre_0,
292,9780525539889,genre_0,
293,9780385543897,genre_0,
294,9781250200358,genre_0,love stories
295,9781683319979,genre_0,
296,9781250120922,genre_0,mystery fiction
297,9781524796372,genre_0,historical fiction
298,9780374156022,genre_0,legal stories
299,9780385541381,genre_0,suspense fiction
300,9781400069996,genre_0,
301,9781984822178,genre_0,bildungsromans
302,9781635572582,genre_0,fiction
303,9780525511380,genre_0,
304,9781501196010,genre_0,psychological fiction
305,9780451491725,genre_0,suspense fiction
306,9781328577856,genre_0,mystery fiction
307,9780525521877,genre_0,
308,9780399587047,genre_0,suspense fiction
309,9780451492159,genre_0,historical fiction
310,9780778369356,genre_0,fiction
311,9780451490711,genre_0,mystery fiction
312,9781524798628,genre_0,
313,9780778369103,genre_0,
314,9780802129031,genre_0,love stories
315,9781250137661,genre_0,
316,9780062358202,genre_0,
317,9781984802439,genre_0,
318,9781250105684,genre_0,suspense fiction
319,9781524799014,genre_0,
320,9781626728080,genre_0,comics (graphic works)
321,9780525622109,genre_0,biographical fiction
322,9780544808256,genre_0,jewish fiction
323,9781250301697,genre_0,suspense fiction
324,9780062740373,genre_0,mystery fiction
325,9781635570298,genre_0,fantasy fiction
326,9781250202444,genre_0,psychological fiction
327,9781101885994,genre_0,fantasy fiction
328,9781101990513,genre_0,suspense fiction
329,9781492666868,genre_0,historical fiction
330,9780345540027,genre_0,mystery fiction
331,9781250133731,genre_0,suspense fiction
332,9781501190070,genre_0,suspense fiction
333,9781616206772,genre_0,detective and mystery fiction
334,9781524799717,genre_0,
335,9781501197406,genre_0,humorous fiction
336,9781328473011,genre_0,
337,9780765399298,genre_0,fantasy fiction
338,9780440000457,genre_0,mystery fiction
339,9780743298070,genre_0,fiction
340,9780812994162,genre_0,science fiction
341,9780399586101,genre_0,
342,9780525509509,genre_0,domestic fiction
343,9781984823014,genre_0,
344,9780385544238,genre_0,black humor (literature)
345,9780374123697,genre_0,mystery fiction
346,9780399593512,genre_0,mystery fiction
347,9781250067869,genre_0,
348,9780525511748,genre_0,domestic fiction
349,9780316491341,genre_0,
350,9781328987822,genre_0,bildungsromans
351,9781524747800,genre_0,mystery fiction
352,9781250069825,genre_0,black humor (literature)
353,9781250066206,genre_0,mystery fiction
354,9780316449717,genre_0,fantasy fiction
355,9780062663849,genre_0,mystery fiction
356,9781250087300,genre_0,domestic fiction
357,9780802128782,genre_0,
358,9780735224629,genre_0,mystery fiction
359,9780399587689,genre_0,love stories
360,9780062684561,genre_0,domestic fiction
361,9781451649390,genre_0,
362,9781476740188,genre_0,
363,9781984828095,genre_0,
364,9780525574682,genre_0,romance fiction
365,9781501194900,genre_0,love stories
366,9780316176637,genre_0,spy fiction
367,9781250193162,genre_0,biographical fiction
368,9780778330783,genre_0,mystery fiction
369,9781501165856,genre_0,love stories
370,9781250182265,genre_0,suspense fiction
371,9780756414764,genre_0,fiction
372,9780451492678,genre_0,mystery fiction
373,9781250295187,genre_0,love stories
374,9780812997415,genre_0,satire
375,9781492657965,genre_0,mystery fiction
376,9780425283523,genre_0,mystery fiction
377,9780451489111,genre_0,suspense fiction
378,9780440000785,genre_0,dystopias
379,9781524742959,genre_0,
380,9781250164193,genre_0,suspense fiction
381,9780451489395,genre_0,
382,9780399178788,genre_0,suspense fiction
383,9781250191984,genre_0,suspense fiction
384,9781492665274,genre_0,love stories
385,9781250295163,genre_0,fiction
386,9780316547185,genre_0,suspense fiction
387,9780399584466,genre_0,suspense fiction
388,9780385542722,genre_0,domestic fiction
389,9781101966310,genre_0,suspense fiction
390,9780425286166,genre_0,biographical fiction
391,9781681777665,genre_0,mystery fiction
392,9780399180989,genre_0,fantasy fiction
393,9781501170065,genre_0,war stories
394,9781250170750,genre_0,suspense fiction
395,9780525521228,genre_0,
396,9781501160790,genre_0,
397,9780399178924,genre_0,domestic fiction
398,9781250154194,genre_0,
399,9780451490803,genre_0,love stories
400,9780062676788,genre_0,mystery fiction
401,9780525520375,genre_0,
402,9781250151339,genre_0,
403,9781250086082,genre_0,humorous fiction
404,9780451490346,genre_0,love stories
405,9780451488411,genre_0,mystery fiction
406,9780735214767,genre_0,psychological fiction
407,9780374228194,genre_0,suspense fiction
408,9780804178020,genre_0,suspense fiction
409,9781501153198,genre_0,suspense fiction
410,9781492656623,genre_0,
411,9781101967386,genre_0,biographical fiction
412,9780062696793,genre_0,fiction
413,9780399585326,genre_0,mystery fiction
414,9781501156212,genre_0,mystery fiction
415,9780735218727,genre_0,bildungsromans
416,9781683690139,genre_0,fiction
417,9781501154645,genre_0,suspense fiction
418,9780399180163,genre_0,horror fiction
419,9781631494130,genre_0,black humor (literature)
420,9780316556347,genre_0,fantasy fiction
421,9780399592867,genre_0,
422,9780062427052,genre_0,suspense fiction
423,9780451495327,genre_0,autobiographies
424,9780399587924,genre_0,humorous fiction
425,9781594488405,genre_0,
426,9780385542418,genre_0,mystery fiction
427,9780425281314,genre_0,occult fiction
428,9781250144843,genre_0,psychological fiction
429,9781476717807,genre_0,fiction
430,9780062389923,genre_0,mystery fiction
431,9780451490537,genre_0,suspense fiction
432,9780062686664,genre_0,mystery fiction
433,9780812996067,genre_0,domestic fiction
434,9781250074256,genre_0,
435,9780451476203,genre_0,mystery fiction
436,9780399586934,genre_0,mystery fiction
437,9780525522874,genre_0,love stories
438,9780062678966,genre_0,psychological fiction
439,9780312577230,genre_0,domestic fiction
440,9781250105639,genre_0,mystery fiction
441,9780425284124,genre_0,fantasy fiction
442,9781616201340,genre_0,
443,9780399592881,genre_0,humorous fiction
444,9780399585968,genre_0,domestic fiction
445,9780399590504,genre_0,
446,9781101885963,genre_0,fantasy fiction
447,9781492646617,genre_0,biographical fiction
448,9780735213180,genre_0,domestic fiction
449,9780062678416,genre_0,suspense fiction
450,9780399587665,genre_0,love stories
451,9781250130921,genre_0,mystery fiction
452,9780393608533,genre_0,humorous fiction
453,9780399585272,genre_0,mystery fiction
454,9780765393586,genre_0,fiction
455,9780399562457,genre_0,romance fiction
456,9780399586064,genre_0,love stories
457,9781400069903,genre_0,
458,9780062678102,genre_0,adventure fiction
459,9780399593482,genre_0,mystery fiction
460,9780062694058,genre_0,dystopias
461,9781627792769,genre_0,
462,9780062663726,genre_0,
463,9781250124029,genre_0,historical fiction
464,9780316435314,genre_0,thrillers (fiction)
465,9780553448122,genre_0,science fiction
466,9780062313119,genre_0,domestic fiction
467,9781250087270,genre_0,
468,9780062667571,genre_0,suspense fiction
469,9780393249897,genre_0,
470,9781476716732,genre_0,domestic fiction
471,9781101946152,genre_0,
472,9780062663115,genre_0,horror fiction
473,9781501137471,genre_0,fantasy fiction
474,9780451488756,genre_0,humorous fiction
475,9780062693983,genre_0,autobiographies
476,9780803741492,genre_0,
477,9780062659057,genre_0,mystery fiction
478,9780804176750,genre_0,domestic fiction
479,9780735214316,genre_0,dystopias
480,9780778328735,genre_0,
481,9780062685346,genre_0,biographical fiction
482,9780735224292,genre_0,
483,9781501162893,genre_0,love stories
484,9780374203108,genre_0,
485,9781250106490,genre_0,
486,9781524741990,genre_0,
487,9780735223493,genre_0,
488,9780393254815,genre_0,
489,9780393635027,genre_0,bildungsromans
490,9781250066190,genre_0,mystery fiction
491,9780399178481,genre_0,
492,9781250141439,genre_0,mystery fiction
493,9781492647454,genre_0,domestic fiction
494,9780385541787,genre_0,suspense fiction
495,9781616205041,genre_0,
496,9780812989465,genre_0,suspense fiction
497,9781250121288,genre_0,mystery fiction
498,9780399174131,genre_0,domestic fiction
499,9781476789323,genre_0,
500,9780525954460,genre_0,romantic suspense fiction
501,9780062105714,genre_0,domestic fiction
502,9780385343299,genre_0,
503,9781101985366,genre_0,mystery fiction
504,9781501156007,genre_0,psychological fiction
505,9781616205225,genre_0,
506,9781101990483,genre_0,mystery fiction
507,9780425284025,genre_0,fantasy fiction
508,9780451495587,genre_0,love stories
509,9780062645227,genre_0,mystery fiction
510,9780765392039,genre_0,horror fiction
511,9780735216525,genre_0,domestic fiction
512,9780062654199,genre_0,spy fiction
513,9781501139239,genre_0,
514,9781101987797,genre_0,romantic suspense fiction
515,9781501116841,genre_0,mystery fiction
516,9780062289254,genre_0,paranormal romance stories
517,9780062661098,genre_0,
518,9780393609394,genre_0,
519,9780062651259,genre_0,historical fiction
520,9780735220683,genre_0,love stories
521,9781616206888,genre_0,
522,9780062129383,genre_0,suspense fiction
523,9780778330165,genre_0,fiction
524,9781492649359,genre_0,
525,9780307959577,genre_0,
526,9781501160769,genre_0,
527,9780062460226,genre_0,love stories
528,9780451493583,genre_0,science fiction
529,9780385534246,genre_0,
530,9780345527868,genre_0,mystery fiction
531,9781681773643,genre_0,mystery fiction
532,9781101886724,genre_0,science fiction
533,9780385350907,genre_0,domestic fiction
534,9780812989403,genre_0,domestic fiction
535,9780399585012,genre_0,suspense fiction
536,9780062469687,genre_0,domestic fiction
537,9781492635826,genre_0,
538,9781101875681,genre_0,
539,9780399574634,genre_0,
540,9781612195971,genre_0,
541,9780553391961,genre_0,love stories
542,9781101985595,genre_0,
543,9781501154829,genre_0,domestic fiction
544,9780062563668,genre_0,historical fiction
545,9780812989885,genre_0,domestic fiction
546,9780062271631,genre_0,mystery fiction
547,9780393609097,genre_0,
548,9780399162107,genre_0,bildungsromans
549,9780399563089,genre_0,jewish fiction
550,9780425284155,genre_0,fantasy fiction
551,9780812998269,genre_0,love stories
552,9780062356260,genre_0,biographical fiction
553,9781101988299,genre_0,suspense fiction
554,9781101985137,genre_0,utopian fiction
555,9781101906750,genre_0,fiction
556,9781101885932,genre_0,fantasy fiction
557,9781101905609,genre_0,mystery fiction
558,9780425285046,genre_0,suspense fiction
559,9781250105608,genre_0,mystery fiction
560,9780812997279,genre_0,psychological fiction
561,9781250111173,genre_0,suspense fiction
562,9781616205812,genre_0,historical fiction
563,9780385353540,genre_0,
564,9780062427021,genre_0,suspense fiction
565,9780062451941,genre_0,historical fiction
566,9781400069880,genre_0,
567,9780385541527,genre_0,
568,9780062225559,genre_0,domestic fiction
569,9780804178808,genre_0,mystery fiction
570,9780374534974,genre_0,fantasy fiction
571,9781476799209,genre_0,
572,9780062290427,genre_0,fantasy fiction
573,9780399174490,genre_0,mystery fiction
574,9780062656285,genre_0,
575,9781594203985,genre_0,
576,9781492637257,genre_0,biographical fiction
577,9780399184512,genre_0,psychological fiction
578,9781250057181,genre_0,occult fiction
579,9780670026333,genre_0,mystery fiction
580,9780544527959,genre_0,mystery fiction
581,9781250090034,genre_0,mystery fiction
582,9780062409201,genre_0,historical fiction
583,9780345544957,genre_0,legal stories
584,9780316403436,genre_0,humorous fiction
585,9780345540676,genre_0,science fiction
586,9781250103420,genre_0,suspense fiction
587,9780345539960,genre_0,mystery fiction
588,9781101988664,genre_0,alternative histories (fiction)
589,9780062467256,genre_0,
590,9781616206178,genre_0,
591,9780451495976,genre_0,history
592,9781501133862,genre_0,mystery fiction
593,9780062491794,genre_0,domestic fiction
594,9780393293012,genre_0,
595,9781632864499,genre_0,
596,9781250078551,genre_0,humorous fiction
597,9781101984994,genre_0,suspense fiction
598,9780393241655,genre_0,
599,9780735221086,genre_0,mystery fiction
600,9780812996395,genre_0,mystery fiction
601,9781101981207,genre_0,
602,9781250121004,genre_0,mystery fiction
603,9781250022134,genre_0,mystery fiction
604,9780062405616,genre_0,love stories
605,9781101991633,genre_0,mystery fiction
606,9781250061577,genre_0,mystery fiction
607,9781101875612,genre_0,political fiction
608,9781101904220,genre_0,science fiction
609,9780399165214,genre_0,domestic fiction
610,9780393241686,genre_0,mystery fiction
611,9781250069795,genre_0,domestic fiction
612,9781101965085,genre_0,suspense fiction
613,9780385541404,genre_0,love stories
614,9781250097910,genre_0,mystery fiction
615,9781501132933,genre_0,mystery fiction
616,9780143108573,genre_0,suspense fiction
617,9781101988640,genre_0,alternative histories (fiction)
618,9781250063700,genre_0,mystery fiction
619,9781101947135,genre_0,
620,9780385540599,genre_0,psychological fiction
621,9780316228046,genre_0,paranormal fiction
622,9780393245448,genre_0,
623,9781501126222,genre_0,
624,9780812998320,genre_0,mystery fiction
625,9780804141260,genre_0,
626,9781250092144,genre_0,mystery fiction
627,9781501142536,genre_0,
628,9781501124372,genre_0,love stories
629,9781101875940,genre_0,
630,9780312380366,genre_0,mystery fiction
631,9780062200631,genre_0,
632,9780062083456,genre_0,mystery fiction
633,9781101987490,genre_0,psychological fiction
634,9780393285543,genre_0,suspense fiction
635,9780385540162,genre_0,
636,9781476777405,genre_0,
637,9781101883075,genre_0,historical fiction
638,9780804177900,genre_0,mystery fiction
639,9780373789764,genre_0,
640,9781605989747,genre_0,mystery fiction
641,9780765385505,genre_0,fiction
642,9781501121043,genre_0,
643,9780399174469,genre_0,mystery fiction
644,9780399175169,genre_0,love stories
645,9781400068326,genre_0,love stories
646,9780451474476,genre_0,occult fiction
647,9781101875599,genre_0,mystery fiction
648,9780525955092,genre_0,mystery fiction
649,9780399169496,genre_0,black humor (literature)
650,9781501124211,genre_0,suspense fiction
651,9781451686630,genre_0,suspense fiction
652,9780062388148,genre_0,love stories
653,9780812993103,genre_0,satire
654,9781616205027,genre_0,
655,9780062414212,genre_0,domestic fiction
656,9780143128489,genre_0,humorous fiction
657,9780399174124,genre_0,suspense fiction
658,9780373789177,genre_0,
659,9780525954576,genre_0,mystery fiction
660,9781612195001,genre_0,suspense fiction
661,9780062105684,genre_0,mystery fiction
662,9780062413710,genre_0,domestic fiction
663,9780385540025,genre_0,historical fiction
664,9780553391923,genre_0,love stories
665,9780399160301,genre_0,
666,9780345528698,genre_0,biographical fiction
667,9781492623441,genre_0,psychological fiction
668,9780385539289,genre_0,
669,9781250074539,genre_0,mystery fiction
670,9780385541039,genre_0,
671,9781250051905,genre_0,love stories
672,9780345545961,genre_0,mystery fiction
673,9780062413864,genre_0,suspense fiction
674,9780316342513,genre_0,suspense fiction
675,9781400067695,genre_0,domestic fiction
676,9781501116971,genre_0,love stories
677,9781940456362,genre_0,fiction
678,9780374290252,genre_0,
679,9780385539463,genre_0,
680,9780425260746,genre_0,mystery fiction
681,9781501107832,genre_0,
682,9781455525928,genre_0,suspense fiction
683,9781101874141,genre_0,fantasy fiction
684,9781616203573,genre_0,historical fiction
685,9780399171314,genre_0,love stories
686,9780385540353,genre_0,dystopias
687,9780670025770,genre_0,biographical fiction
688,9780062351425,genre_0,horror fiction
689,9780525954330,genre_0,mystery fiction
690,9780385353779,genre_0,mystery fiction
691,9780393248678,genre_0,
692,9780812998689,genre_0,mystery fiction
693,9781616204136,genre_0,
694,9780525426592,genre_0,love stories
695,9781250069177,genre_0,mystery fiction
696,9781492617891,genre_0,suspense fiction
697,9780804178778,genre_0,mystery fiction
698,9781476798172,genre_0,
699,9780062390547,genre_0,mystery fiction
700,9781616202613,genre_0,
701,9781594634475,genre_0,love stories
702,9780393239294,genre_0,mystery fiction
703,9781250077004,genre_0,
704,9780544409910,genre_0,historical fiction
705,9780399174001,genre_0,mystery fiction
706,9781250049582,genre_0,humorous fiction
707,9781250077172,genre_0,
708,9781605988443,genre_0,essays
709,9781501105432,genre_0,domestic fiction
710,9781616204204,genre_0,
711,9781631490477,genre_0,
712,9780804177993,genre_0,suspense fiction
713,9781451693591,genre_0,love stories
714,9781250022080,genre_0,mystery fiction
715,9781501112317,genre_0,suspense fiction
716,9780761184997,genre_0,cookbooks
717,9780062364838,genre_0,
718,9781476743653,genre_0,suspense fiction
719,9780373780129,genre_0,
720,9780345534187,genre_0,biographical fiction
721,9780345544049,genre_0,mystery fiction
722,9781476776880,genre_0,love stories
723,9781455586738,genre_0,love stories
724,9781250034588,genre_0,suspense fiction
725,9780525429142,genre_0,
726,9781501115066,genre_0,domestic fiction
727,9780385342940,genre_0,historical fiction
728,9781101875049,genre_0,
729,9781476789255,genre_0,love stories
730,9781250063694,genre_0,mystery fiction
731,9780553418774,genre_0,love stories
732,9780316334525,genre_0,domestic fiction
733,9780062290397,genre_0,fiction
734,9781400063369,genre_0,
735,9781250054807,genre_0,
736,9780316176538,genre_0,historical fiction
737,9780385352871,genre_0,dystopias
738,9781250028594,genre_0,mystery fiction
739,9780544330146,genre_0,mystery fiction
740,9781101875896,genre_0,love stories
741,9781619634442,genre_0,
742,9780804179034,genre_0,fantasy fiction
743,9780307700322,genre_0,domestic fiction
744,9780062190376,genre_0,science fiction
745,9780385539586,genre_0,
746,9780812993158,genre_0,biographical fiction
747,9781455557103,genre_0,love stories
748,9780061670893,genre_0,domestic fiction
749,9780804178112,genre_0,suspense fiction
750,9781476717777,genre_0,domestic fiction
751,9780385523233,genre_0,
752,9780062311115,genre_0,mystery fiction
753,9781492602026,genre_0,romantic suspense fiction
754,9780062225467,genre_0,mystery fiction
755,9780425270189,genre_0,love stories
756,9781451694147,genre_0,mystery fiction
757,9780316212243,genre_0,fiction
758,9780062362858,genre_0,suspense fiction
759,9780316284943,genre_0,fiction
760,9780399172779,genre_0,bildungsromans
761,9780812996678,genre_0,
762,9780307408860,genre_0,
763,9780062224101,genre_0,
764,9781476778068,genre_0,occult fiction
765,9781612194424,genre_0,
766,9780804178426,genre_0,fantasy fiction
767,9780385539043,genre_0,love stories
768,9781250056450,genre_0,mystery fiction
769,9780062282569,genre_0,historical fiction
770,9780345531797,genre_0,mystery fiction
771,9780062072948,genre_0,love stories
772,9780062339485,genre_0,suspense fiction
773,9780765376459,genre_0,science fiction
774,9781101874271,genre_0,domestic fiction
775,9780399169526,genre_0,domestic fiction
776,9781250019837,genre_0,domestic fiction
777,9780345539939,genre_0,mystery fiction
778,9780345539816,genre_0,science fiction
779,9781616954765,genre_0,mystery fiction
780,9781594633669,genre_0,suspense fiction
781,9781402298684,genre_0,
782,9780804176378,genre_0,biographical fiction
783,9780804178983,genre_0,
784,9781476767314,genre_0,love stories
785,9781402294518,genre_0,
786,9781616954239,genre_0,mystery fiction
787,9780316225939,genre_0,mystery fiction
788,9780062127181,genre_0,
789,9781605986586,genre_0,
790,9780547628400,genre_0,
791,9780062068514,genre_0,love stories
792,9780393245622,genre_0,black humor (literature)
793,9780802123213,genre_0,fiction
794,9780143126478,genre_0,love stories
795,9780062365583,genre_0,domestic fiction
796,9780062225061,genre_0,
797,9781250057150,genre_0,psychological fiction
798,9781476764023,genre_0,
799,9781616149987,genre_0,
800,9781250035608,genre_0,suspense fiction
801,9780345544926,genre_0,mystery fiction
802,9781455553617,genre_0,psychological fiction
803,9780307700315,genre_0,domestic fiction
804,9781439187036,genre_0,domestic fiction
805,9781250046369,genre_0,mystery fiction
806,9780393240238,genre_0,
807,9780670026326,genre_0,mystery fiction
808,9780385536998,genre_0,suspense fiction
809,9780061957956,genre_0,occult fiction
810,9781594745263,genre_0,horror fiction
811,9781402258732,genre_0,
812,9780385353304,genre_0,science fiction
813,9780385539708,genre_0,legal stories
814,9780062223197,genre_0,
815,9781594633119,genre_0,historical fiction
816,9781400067244,genre_0,domestic fiction
817,9780062306814,genre_0,historical fiction
818,9781476749785,genre_0,mystery fiction
819,9780670015672,genre_0,fantasy fiction
820,9781402294457,genre_0,love stories
821,9780399167065,genre_0,
822,9780062106070,genre_0,love stories
823,9780765375865,genre_0,horror fiction
824,9780062237194,genre_0,mystery fiction
825,9780062259301,genre_0,psychological fiction
826,9780385534833,genre_0,
827,9780393243024,genre_0,mystery fiction
828,9780062290366,genre_0,fiction
829,9780316250818,genre_0,
830,9780670014736,genre_0,bildungsromans
831,9781594205194,genre_0,
832,9780525426585,genre_0,love stories
833,9781616148850,genre_0,psychological fiction
834,9781250049377,genre_0,love stories
835,9781594746857,genre_0,mystery fiction
836,9780062132529,genre_0,domestic fiction
837,9780446578936,genre_0,
838,9780062309662,genre_0,mystery fiction
839,9780316099752,genre_0,domestic fiction
840,9780804138819,genre_0,medical fiction
841,9780345537263,genre_0,
842,9781476764580,genre_0,domestic fiction
843,9780812993271,genre_0,mystery fiction
844,9780812992892,genre_0,historical fiction
845,9780393089578,genre_0,love stories
846,9780804138567,genre_0,
847,9781476746586,genre_0,historical fiction
848,9781250045638,genre_0,occult fiction
849,9781455574032,genre_0,domestic fiction
850,9780385741262,genre_0,
851,9780062259653,genre_0,horror fiction
852,9780062331151,genre_0,dystopias
853,9781400069620,genre_0,
854,9781402282485,genre_0,historical fiction
855,9781451655094,genre_0,cookbooks
856,9781250043368,genre_0,mystery fiction
857,9780316324687,genre_0,historical fiction
858,9780062205742,genre_0,
859,9780307377937,genre_0,epic fiction
860,9781476733807,genre_0,suspense fiction
861,9780802122643,genre_0,mystery fiction
862,9780393060058,genre_0,domestic fiction
863,9780451419484,genre_0,mystery fiction
864,9780316243391,genre_0,
865,9781616203214,genre_0,
866,9781451627930,genre_0,mystery fiction
867,9780547792774,genre_0,mystery fiction
868,9780761178972,genre_0,
869,9780802122346,genre_0,mystery fiction
870,9780399165528,genre_0,suspense fiction
871,9781250041197,genre_0,suspense fiction
872,9780812995206,genre_0,mystery fiction
873,9780062014559,genre_0,
874,9780385348454,genre_0,suspense fiction
875,9780804137447,genre_0,domestic fiction
876,9780062291400,genre_0,mystery fiction
877,9780345539786,genre_0,science fiction
878,9780062088253,genre_0,suspense fiction
879,9780307379979,genre_0,
880,9780385537629,genre_0,biographical fiction
881,9780062083395,genre_0,
882,9780385533508,genre_0,historical fiction
883,9780385538497,genre_0,
884,9780062285539,genre_0,humorous fiction
885,9780804139021,genre_0,science fiction
886,9781250019806,genre_0,love stories
887,9780385344050,genre_0,mystery fiction
888,9781612192642,genre_0,
889,9780770436858,genre_0,bildungsromans
890,9780062196248,genre_0,
891,9780062279972,genre_0,love stories
892,9780393240825,genre_0,musical fiction
893,9780062236739,genre_0,domestic fiction
894,9780679643753,genre_0,
895,9780307958846,genre_0,love stories
